category,pair_id,drawing_key_id_1,drawing_key_id_2,ci_lower,ci_upper,mean,n,haus_bin,haus_sim,mahalanobis,euclidean,avg_haus
bird,60,4874627916496896,6225074904367104,2.3333333333333335,4.166666666666667,3.3333333333333335,6,2,62.2976725086901,1.8124081204410574,122.65371027326995,24.40425939245501
bird,61,4875563984486400,5670512334209024,2.6153846153846154,3.923076923076923,3.230769230769231,13,3,75.6439025963098,1.8261147503817619,115.29072645006002,27.924773216500927
bird,62,4880076854263808,6686045238198272,3.5454545454545454,4.545454545454546,4,11,3,75.1332150250473,1.8482184969566076,117.79019825816543,31.643212102230446
bird,63,4880422011928576,6648075902779392,6.142857142857143,6.860714285714282,6.571428571428571,7,9,134.164078649987,1.8744082994432338,123.59679326273037,45.49362569741636
bird,64,4884047283093504,4996594518720512,5.8,6.9,6.5,10,10,181.397353894703,1.9502532205250236,153.44835914337182,75.85134280618284
bird,65,4886042597392384,5261891079241728,5.857142857142857,6.857142857142857,6.428571428571429,7,8,122.03687967168,1.8212513779249728,133.9975565843221,43.63485005994369
bird,66,4887776052903936,6625690298351616,3,4.666666666666667,3.888888888888889,9,8,116.456000274782,1.9015166073384422,117.13427992211183,44.100628547646586
bird,67,4895020974866432,6351326692769792,5.333333333333333,6.833333333333333,6.166666666666667,6,9,134.718224453858,1.9078257973171002,103.84786158341467,41.962095592073474
bird,68,4899071481348096,6124967051657216,4.555555555555555,6.558333333333331,5.666666666666667,9,6,100.244700608062,1.8806702204930987,109.29587730340964,45.6761332871858
bird,69,4904035859562496,5209277893443584,5,7,6.2,10,10,242.132195298354,2.1354887108916834,159.28028177568234,111.2669543115974
bird,70,4924452104044544,5541153606729728,6.3,6.9,6.6,10,6,103.004854254545,1.9819414722552713,134.89471012779677,37.80488049028744
bird,71,4924713157525504,6439626858299392,4.088636363636366,5.909090909090909,5,11,7,111.004504413109,1.8921623937877705,131.0332993416613,40.15236978267177
bird,72,4928348176252928,6121135521398784,2.142857142857143,4.432142857142853,3.142857142857143,7,4,80.4300938703916,1.8037190521326736,128.18552918251632,42.135615659445236
bird,73,4929710888845312,5732811103272960,3.3333333333333335,5.444444444444445,4.333333333333333,9,7,112.271991164315,1.87539438814412,125.54228356378835,41.44655006694949
bird,74,4933107419447296,6214599512686592,4.384615384615385,5.461538461538462,4.923076923076923,13,8,126.3962024746,1.858796854785084,126.71462035390091,34.65213336952596
bird,75,4948112223240192,5595424108838912,2.081250000000002,3.6666666666666665,2.8333333333333335,12,6,97.0618359603815,1.845918400748554,128.29714215748032,36.420171217024915
bird,76,4969281366261760,5603669275836416,4.25,7,5.75,8,4,83.0060238777885,1.9575342545971783,108.7758148179352,36.70406798945338
bird,77,4985739290869760,6355725934657536,3.5,4.5,4,6,1,60.0166643524946,1.8320402524865396,104.08657325701688,16.21366434449119
bird,78,4986416419307520,5403979330617344,5.1,6.8,6,10,3,72.4016574395918,1.836342463942366,117.29610777949458,23.88835214883004
bird,79,4988270788214784,5082518476816384,4.4,6.2,5.4,10,2,69.1809222257119,1.9350619472378696,115.06555418653996,23.700295291666784
bird,80,4989361894457344,6314581653716992,3.6,5.9,4.8,10,3,74.2765104188397,1.9569195421945458,120.53622351132293,36.38124219200232
bird,81,4993371632304128,5326876463595520,3.5,5.083333333333333,4.25,12,2,69.6419413859206,1.8373172647059943,132.05024745592476,26.639328897492568
bird,82,4997453801586688,5775780795645952,3.5555555555555554,5,4.222222222222222,9,6,98.7167665596883,1.7911156414208462,109.796867264502,27.91591423036524
bird,83,5001142251552768,5111145205596160,4.3076923076923075,5.769230769230769,5,13,9,144.138821973818,1.9839933099099274,130.601562610638,50.78044108090534
bird,84,5010715465220096,5277288247590912,3.8333333333333335,5.166666666666667,4.5,12,4,87.6641317757725,1.8657557976924146,119.16183906670707,31.000765644649576
bird,85,5011684651433984,6141168607821824,3.888888888888889,5.666666666666667,4.777777777777778,9,6,99.4886928248633,1.8590910201415909,119.28435013129356,33.399004925374264
bird,86,5022370915942400,5265955087187968,4,5.6,4.8,5,3,78.7718223732319,1.8192145268371247,126.91856895897449,19.950038077259396
bird,87,5023925559885824,6160227005104128,3.4545454545454546,4.909090909090909,4.181818181818182,11,1,48.0104155366312,1.8246931037734206,124.96241804247963,16.941993790951397
bird,88,5036852539031552,6629965430784000,4.545454545454546,6,5.2727272727272725,11,9,143.892320851392,1.9256249965130705,130.4544758439656,46.05542169771626
bird,89,5046716417966080,5603610131955712,2,3,2.4,10,1,53.0754180388624,1.7697880066245768,100.17420483588177,18.22784888437562
bird,90,5059130668613632,5863105802272768,6.625,7,6.875,8,9,141.354165131417,1.8659885792069402,117.02223164607344,51.34614694448824
bird,91,5063867061239808,5950332897067008,3.5714285714285716,6.428571428571429,5,7,3,74.0067564483136,1.7984257562295605,118.2491977786028,17.42456710922091
bird,92,5064968619687936,6618863879847936,7,7,7,11,8,119.540788018149,2.073201019237523,145.68081338820286,63.46687678183906
bird,93,5065515322048512,6040438806937600,5.142857142857143,6.714285714285714,6,7,8,117.273185340895,1.8950846314132042,134.55769608996752,43.605904273372694
bird,94,5068987266236416,5226986731470848,5.375,6.75,6.125,8,6,102.95630140987,1.8456141729085667,130.83475087514546,37.13307221728942
bird,95,5069078018392064,5388430441709568,3.5,5,4.2,10,3,76.8439978137525,1.851019897680019,121.14518436883382,29.132672078972657
bird,96,5073842072453120,5681776842244096,2.5555555555555554,4.555555555555555,3.5555555555555554,9,2,69.3181073024935,1.8346099250580408,119.67305263233403,24.165403692978586
bird,97,5078665001959424,5216692147847168,4.9,6.702499999999998,6,10,3,71.0633520177595,1.839997825736846,121.96429508119536,21.261585656180227
bird,98,5109120346619904,6478972248391680,3.3333333333333335,4.555555555555555,3.888888888888889,9,4,87.7268487978452,1.8583888166399831,122.76285639956002,26.598053900880732
bird,99,5124646015860736,5394745805242368,1.7777777777777777,2.888888888888889,2.3333333333333335,9,2,66.7607669218981,1.7940578006311885,114.48613618712758,17.09568975716554
bird,100,5131154401263616,6237069942718464,2.2222222222222223,4.444444444444445,3.2222222222222223,9,8,116.29703349613,1.8592489738442122,125.15837267558976,27.109778251298057
bird,101,5133957790171136,6187492531240960,5.923076923076923,6.6923076923076925,6.3076923076923075,13,7,106.212052046837,1.86391626250578,119.05518486089078,33.892164592182446
bird,102,5153398540206080,6553434486472704,5.2,6.6,6,10,9,131.308796354243,1.7961119424687193,113.98789380722681,30.271730960935166
bird,103,5158310405734400,5846645340110848,3.375,5.003124999999997,4.25,8,5,90.9065454189081,1.8356274672251558,119.57431898477525,25.13071438579275
bird,104,5167270143721472,5202814521311232,4.2,5.902499999999998,5.1,10,4,87.783825389419,1.8664995628750938,126.32529517116551,32.36414456508
bird,105,5175803992080384,6279177751756800,4,5.888888888888889,4.888888888888889,9,8,114.982607380421,1.87614582796784,139.67641596794888,42.355422845171894
bird,106,5176207098249216,5431199105286144,2.4285714285714284,5.142857142857143,3.7142857142857144,7,2,67.601775124622307,1.8540989315219591,113.71696644754093,21.872634951464903
bird,107,5178806358769664,5455767782031360,5,6.428571428571429,5.714285714285714,7,8,120.108284476967,1.797121837804274,120.69835688513766,33.55145016082809
bird,108,5180101207523328,5626759657553920,3.857142857142857,5.857142857142857,4.857142857142857,7,2,68.8839603971781,1.8191412862721192,123.9996985601424,21.336406784837447
bird,109,5182549825421312,6185752599724032,3.6153846153846154,5.694230769230767,4.769230769230769,13,3,71.449282711585,1.791176920745909,99.36226197360124,20.369564319463297
bird,110,5183987028852736,6604406315286528,4.777777777777778,6.666666666666667,5.777777777777778,9,9,149.656272838796,2.0445844419531167,126.44806998147926,54.98625365810789
bird,111,5198817299267584,5995580847292416,3.909090909090909,5.363636363636363,4.545454545454546,11,3,71.2530701092942,1.8512600295569794,115.85199355904145,24.78233423381703
bird,112,5199431211155456,5443001977405440,6.097500000000002,6.6,6.3,10,6,104.403065089105,1.958201969993407,147.16058675718398,38.849104414548066
bird,113,5200006136987648,6405701347835904,2.75,3.875,3.25,8,7,106.470653233649,1.8415361134183388,130.82167093781578,31.729470544037927
bird,114,5203216692150272,6239821947207680,2.4444444444444446,5.333333333333333,3.7777777777777777,9,7,109.56733089749,1.9269287288726853,113.05554092967787,45.193101127074954
bird,115,5212349801693184,6195096955387904,5,6.7272727272727275,6,11,8,123.482792323465,1.907188363561857,137.6137417840634,54.98634721350688
bird,116,5221256121024512,5424250670284800,6,6.846153846153846,6.461538461538462,13,9,127.738013136263,1.9100188975250483,128.95062549610628,51.165163135359016
bird,117,5224682699620352,5618652265054208,3.25,6.25,4.833333333333333,12,10,174.771279105006,1.9089097452840684,136.36847190067272,82.35226240389474
bird,118,5225663936069632,6036354729246720,3.1818181818181817,5,4.181818181818182,11,4,81.8840643837371,1.8830406263151516,120.71550230771582,25.108345659165657
bird,119,5233871748595712,6507400959885312,6.7272727272727275,7,6.909090909090909,11,10,180.499307477896,2.095874054386182,132.1657271076816,71.35416191730204
bird,120,5237649205886976,6616228653170688,3.6666666666666665,7,5.666666666666667,6,1,53.3385414123783,1.909194739737683,111.13374801520604,22.39288233296496
bird,121,5247016365981696,6335651655974912,4.6,6.9,5.9,10,4,87.0459648691426,1.8424791824876345,120.89058133442633,25.163095149268155
bird,122,5247790126989312,6053706732666880,4.111111111111111,6.111111111111111,5.222222222222222,9,6,101.242283656583,1.8883779713097428,117.82954590119328,30.345699809918887
bird,123,5268512408862720,5817716264927232,5.14107142857143,6.714285714285714,6.071428571428571,14,9,145.56098378343,1.8748264735612012,108.21151216494842,38.04199777720492
bird,124,5277964558139392,6416950336946176,6,7,6.583333333333333,12,9,145.013792447477,1.9025095443896058,133.4270825452575,48.03259756995814
bird,125,5278567728414720,5429219695788032,7,7,7,9,10,187.259178680245,2.0015856866900106,121.799335663799,79.01266929461997
bird,126,5282711499440128,6387729778606080,5.111111111111111,6.333333333333333,5.777777777777778,9,6,101.49384217774,1.889180655386895,132.41683991076206,40.49392991236187
bird,127,5282957054967808,5513016604884992,5.25,6.5,5.875,8,9,133.221619867047,1.9899466075680639,115.17296452651497,47.71166717742488
bird,128,5284556372443136,5862074116734976,4,5.111111111111111,4.555555555555555,9,2,70.3420215802759,1.8365842689821006,123.22661551966615,18.345398656613504
bird,129,5307710977343488,6134778535346176,2.2704545454545477,3.727272727272727,2.909090909090909,11,2,62.6258732474047,1.9416451658783376,127.09578370523285,26.774804636034958
bird,130,5308332661276672,5767568193224704,3.6363636363636362,5.181818181818182,4.454545454545454,11,4,81.0246875958186,1.8238338013817548,127.65009645304796,36.25585264443499
bird,131,5316896687652864,6606480969039872,2.8181818181818183,4.909090909090909,3.8181818181818183,11,1,51.3517283058711,1.898463515803427,114.27733038752667,21.038170794568618
bird,132,5317052766093312,6687707021443072,3.727272727272727,4.909090909090909,4.2727272727272725,11,4,82.2921624457639,1.8186184290618432,115.29464974472145,31.291521526735504
bird,133,5317652534788096,6490831978496000,3.5,5.5,4.5,10,6,103,1.8944478934381819,94.64848567723752,28.695276209377024
bird,134,5345846159736832,6728658947407872,4.219444444444448,6.777777777777778,5.555555555555555,9,6,98.0815986819138,1.817774548917023,119.02460402726868,25.442975737320165
bird,135,5347030614409216,6059482176028672,4.3,6,5.2,10,4,82.6196102629394,1.9987592095909874,111.69498590646083,28.25727985109934
bird,136,5353623707975680,6212117021589504,6,6.9,6.5,10,8,125.960311209523,1.9391734490038914,110.96178183825077,40.72905962577935
bird,137,5357880276418560,6094708201750528,3.2222222222222223,5.111111111111111,4.111111111111111,9,2,67.6756972627545,1.8076531273363945,122.19810404542257,23.89636466113084
bird,138,5358952474738688,6323940626530304,3.1,4.902499999999998,4,10,7,107.298648640139,1.852457531337216,123.68285376533272,30.27113892846129
bird,139,5417877526020096,6601959760986112,4.583333333333333,6.333333333333333,5.5,12,5,94.0478601564119,1.9177929300476126,128.88789106969216,43.289539220107514
bird,140,5422543118794752,6498222073708544,5.125,6.375,5.875,8,1,47.8016736108685,1.8288400567190275,107.19744269200672,21.63010677776636
bird,141,5457014425649152,5729799576223744,3.6666666666666665,4.780555555555552,4.222222222222222,9,9,130.736375963234,1.9184668314872606,133.42535808241212,43.89031085854403
bird,142,5467003680718848,5879347653115904,4.5,6.5,5.583333333333333,12,1,47.2652091923859,1.8103039981669908,97.60289747753781,17.716717720427898
bird,143,5475025576525824,6022756443357184,4.7272727272727275,7,6,11,5,93.9414711402797,1.8072297367952868,95.70784336080584,34.1028056918758
bird,144,5496349011214336,5745776619683840,6.538461538461538,7,6.846153846153846,13,10,175.045708316428,1.8833387747636048,127.08278680268307,57.95743081216826
bird,145,5500673573519360,6147760107552768,3.8181818181818183,5.2727272727272725,4.545454545454546,11,1,58.1377674149945,1.8676990581236113,119.63973773927025,22.997967079150303
bird,146,5505665336344576,6113648772644864,5.331250000000002,6.916666666666667,6.25,12,3,75.4519714785505,1.8609545263896106,119.11412668224708,21.625483614203553
bird,147,5516691083624448,6380611625287680,2.769230769230769,4.461538461538462,3.5384615384615383,13,5,92.1303424502482,1.7973137029220083,131.6664181385665,28.689579239151904
bird,148,5517676006866944,5856565506605056,3.7,5.6,4.7,10,3,74.1484996476665,1.7727855191265098,121.15974673508246,25.447264065072446
bird,149,5519395017195520,6589595389001728,3.8181818181818183,5.729545454545453,4.818181818181818,11,6,104.35037134577,1.832263114596663,126.42622547898895,28.0676199190495
bird,150,5526499497082880,5693943847059456,5.25,6.25,5.75,12,7,106.569226327303,1.831828489796814,115.2448635953342,31.160609086058344
bird,151,5532534580445184,5878075755593728,6.25,7,6.75,4,10,222.110332942887,2.362247033558391,168.06020565135236,113.77646423692929
bird,152,5533859514941440,5689541673353216,3.888888888888889,6,5,9,1,54.0832691319598,1.8040881200291876,107.26232076275305,16.18380993487339
bird,153,5539569841733632,6479493818482688,5.333333333333333,7,6.416666666666667,12,10,210.535032714273,1.812917061283127,124.90677661225094,72.5113884233668
bird,154,5547904389349376,6080468594196480,6.25,6.875,6.625,8,6,99.724620831568,1.8302441363581148,127.32696621892009,27.37535212017931
bird,155,5562193212866560,6477704884912128,3.6,5.7,4.7,10,4,84.3445315358382,1.9018278987629051,135.16575133125474,38.16465671699012
bird,156,5564191727419392,6264945526177792,1.4,3.5,2.3,10,2,62.2012861603359,1.8168400242317957,110.99985553800273,19.391212414454966
bird,157,5588813466304512,6581653193359360,4.181818181818182,6.363636363636363,5.363636363636363,11,6,100.304536288246,1.8099938049836501,100.07734145369517,30.055105761651333
bird,158,5624840272740352,6681205414035456,4.090909090909091,5.7272727272727275,4.909090909090909,11,5,93.3488082409197,1.846334159047358,112.44982564138154,36.76211045991749
bird,159,5635369166962688,5769468045164544,2.997727272727275,4.7272727272727275,3.8181818181818183,11,3,72.1110255092798,1.843639453121084,120.43256282623975,26.673330957923785
bird,160,5649195656544256,5876103040204800,5.090909090909091,6.909090909090909,6.181818181818182,11,9,148.060798322851,1.9589130304802316,129.28849256981226,42.20789984772431
bird,161,5688084710555648,6481739348180992,4.5,5.6,5,10,7,110.276924150069,1.9341001496181207,128.65815738199512,47.84533472782619
bird,162,5690000496656384,6353638190481408,2.397500000000002,3.7,3,10,2,67.8011799307357,1.8150954243687165,121.12800708409,23.698923238926955
bird,163,5755622098206720,5763402410491904,4.7,6.2,5.5,10,9,142.239235093556,2.0444157456225374,137.08297497131852,64.65104505439467
bird,164,5796748771459072,5874219713822720,4,5.666666666666667,4.916666666666667,12,4,86.0232526704263,1.8070399985289327,104.23908468123096,22.93418094382493
bird,165,5797542858063872,6733830595543040,2.997222222222225,5.111111111111111,4,9,1,54.0092584655631,1.819749378067516,122.6344174307293,25.0427328200465
bird,166,5797771980308480,6629965430784000,4.583333333333333,7,6,12,8,120.540449642433,1.8726641575833292,122.12107048565457,41.749966728215355
bird,167,5806859778785280,5875296693649408,6.583333333333333,7,6.833333333333333,12,10,169.070991006737,2.1847047356435825,145.6403747292312,59.619751314033415
bird,168,5806859778785280,6645520862806016,4,5.625,4.875,8,4,88.0511215147201,1.9530967871333533,138.327066801205,31.41026565891447
bird,169,5825711816310784,6435915939446784,5.270454545454547,7,6.363636363636363,11,10,173.080905937079,2.3209242162537085,146.94286045778315,91.95147172051425
bird,170,5831477172371456,6000641124073472,5.545454545454546,7,6.454545454545454,11,4,85.7029754442633,1.9320529816102638,125.45404273014759,36.15545372546594
bird,171,5851739972435968,6043001480544256,3.0833333333333335,4.25,3.6666666666666665,12,2,64.1248781675256,1.8689503111761514,123.2597181235648,20.794684916340053
bird,172,5866748198780928,6094995784204288,3.769230769230769,5.6923076923076925,4.769230769230769,13,5,94.3027040969664,1.8452322643801555,124.79896471679113,38.554284341526575
bird,173,5877412283809792,6208120839733248,4.3,6.707499999999993,5.7,10,6,103.4456378974,1.9509739028213955,113.25145749125547,43.78391359089069
bird,174,5903896528551936,6638988754419712,4.909090909090909,6.7272727272727275,6,11,10,199.248588451713,2.047310247806792,129.18825348896598,60.05849939812966
bird,175,5925382286999552,6054744822906880,7,7,7,8,10,202.338824747007,2.4247001220965902,163.13387957929447,102.93044760755957
bird,176,5966539767414784,6024891260207104,3.888888888888889,5.555555555555555,4.666666666666667,9,5,95.1892851112981,1.8426964577928284,111.92719474197689,26.163526108957704
bird,177,5975816628338688,6456692810186752,4.363636363636363,6.2727272727272725,5.363636363636363,11,9,147.6787053031,2.022207321632064,129.88673426398208,53.05329206590594
bird,178,6002426031112192,6349088410828800,3.375,5.875,4.75,8,3,72.1110255092798,1.866184063439447,112.64132103271356,33.02729233900238
bird,179,6072182843113472,6091421914234880,5.6,6.6,6.1,10,3,72.7186358507914,1.8249107276914238,125.15468863226717,24.890452398910814
bird,180,6087822513537024,6130261626454016,5.714285714285714,7,6.571428571428571,7,7,113.899078134988,1.8554862368213794,120.38061369769075,38.07313219840639
bird,181,6089198043922432,6141046826205184,3.8181818181818183,5.181818181818182,4.545454545454546,11,5,89.8999443826302,1.8271275806577436,120.96388402206928,27.640059894763862
bird,182,6091592622407680,6213262943191040,2.6,4,3.3,10,2,65,1.8033059444049067,128.8824049831039,20.269289924188545
bird,183,6133436043493376,6304002780168192,3.25,4.625,3.875,8,1,43.4165866921848,1.8327321110711392,129.22887619526634,19.230515521672757
bird,184,6151977580888064,6267123187843072,3.111111111111111,4.888888888888889,4,9,6,99.3227063666713,1.8436713123242718,124.16957089191956,38.01668928660149
bird,185,6151977580888064,6322489930022912,3.5454545454545454,5.545454545454546,4.454545454545454,11,3,73.7360156233031,1.867051591755372,128.56345131119545,24.215600548341072
bird,186,6171740688351232,6659518815535104,6.384615384615385,7,6.769230769230769,13,7,106.230880632705,1.7685895008957304,109.60818719320427,51.537539311626375
bird,187,6179361336066048,6260407452827648,4.625,7,6.125,8,5,88.8144132446981,1.9979775066005816,105.50068037472076,40.167504814568325
bird,188,6183739770011648,6617497342050304,3.4,5.6,4.5,10,3,76.0065786626395,1.8688609517336747,119.47795234935923,26.061090042564953
bird,189,6196005630377984,6263669866364928,3.2222222222222223,5.555555555555555,4.444444444444445,9,1,51.1566222497147,1.7974585441999382,117.70276243016531,20.555468483824278
bird,190,6225718952329216,6693130038411264,6,7,6.5,10,9,133.195345264014,2.042473702894938,124.28311065620846,43.38522207850814
