"","pair_id","category","drawing_key_id_1","drawing_key_id_2","ci_lower_human","ci_upper_human","human_rating_mean","n_participants","hausdorff"
"38",38,"bread",5015407364669440,5889453543391232,1.1,1.7,1.4,10,38.0131556174964
"39",39,"bread",5015899692072960,5945098854465536,5.63636363636364,6.90909090909091,6.36363636363636,11,56.5154846037792
"40",40,"bread",5018645451243520,6746778944667648,6,6.8,6.4,10,108.046286377645
"41",41,"bread",5030435874668544,5345981434429440,7,7,7,6,70.4059656563277
"42",42,"bread",5038028525404160,5331899549483008,5.75,6.75,6.25,12,125.419296760905
"43",43,"bread",5054457341542400,4701830862864384,2.2,3.8,3,5,120.50311199301
"44",44,"bread",5055594903896064,6129118624088064,5.66666666666667,7,6.5,12,157.876534038469
"45",45,"bread",5057106950488064,6622646538076160,2.875,4.875,3.875,8,156.579053516107
"46",46,"bread",5069642584293376,5266744761384960,4.35714285714286,6.21428571428571,5.35714285714286,14,172.586210341383
"47",47,"bread",5085614447788032,4830263773233152,4.66388888888889,6.78055555555555,5.88888888888889,9,119.369175250565
"48",48,"bread",5094016758579200,6311392644694016,7,7,7,6,112.64102272263
"49",49,"bread",5097250768289792,4534849647935488,4.71428571428571,6.57142857142857,5.71428571428571,14,138.23168956502
"50",50,"bread",5106353162944512,5613401130663936,6.7,7,6.9,10,137.786066058945
"51",51,"bread",5113019975598080,6214978379972608,4.5,6.75,5.5,4,191.637678967368
"52",52,"bread",5113801491873792,6531895909154816,3.33333333333333,4.88888888888889,4.11111111111111,9,43.3820239269677
"53",53,"bread",5114652717481984,4579761516969984,5.09090909090909,6.45454545454545,5.81818181818182,11,144.886162210199
"54",54,"bread",5132349257809920,6234092729270272,4.30769230769231,6.38461538461539,5.38461538461539,13,173.415685565061
"55",55,"bread",5138400535379968,4597371323285504,3,5.2,4,10,99.6443676280802
"56",56,"bread",5138470362152960,6237249777696768,3.85714285714286,6.57142857142857,5.28571428571429,7,89.9888882029331
"57",57,"bread",5161026624421888,5762596114268160,2,3.33333333333333,2.66666666666667,6,70.1141925718324
"58",58,"bread",5164322542059520,4553901250445312,4.18181818181818,6.18181818181818,5.18181818181818,11,128.631255921724
"59",59,"bread",5165722164527104,5848453651365888,2.22222222222222,3.33333333333333,2.77777777777778,9,41.3037528561268
"60",60,"bread",5171070506106880,4690437874909184,2.11111111111111,3.55555555555556,2.88888888888889,9,120.070812439993
"61",61,"bread",5192786494095360,5112461394968576,5.25,6.75,6.08333333333333,12,143.405020832605
"62",62,"bread",5196818612748288,4557891681910784,5.41666666666667,6.66666666666667,6.08333333333333,12,75.4320886625844
"63",63,"bread",5205133065453568,5236057568182272,4.33333333333333,6.11111111111111,5.22222222222222,9,110.290525431698
"64",64,"bread",5205542899286016,6436450415411200,5.63636363636364,6.72727272727273,6.18181818181818,11,124.458828533777
"65",65,"bread",5259239473807360,6526906755186688,5.54545454545455,6.81818181818182,6.27272727272727,11,41.2310562561766
"66",66,"bread",5288154615513088,5203904016941056,5.99791666666667,7,6.5,12,86.3307592923866
"67",67,"bread",5299291230830592,5761119253692416,3.125,5.25,4.125,8,75.1664818918645
"68",68,"bread",5300083971063808,4828986288898048,5.91666666666667,6.75,6.33333333333333,12,76.8439978137525
"69",69,"bread",5303571232849920,6333377877639168,6,6.84615384615385,6.46153846153846,13,149.405488520335
"70",70,"bread",5308799332122624,5008995184017408,3.84615384615385,5.38653846153846,4.69230769230769,13,84.7584804016684
"71",71,"bread",5310246903873536,6598053354012672,5.23076923076923,6.54038461538461,5.92307692307692,13,67.4166151627327
"72",72,"bread",5347838085038080,5202895408463872,5.44444444444444,6.77777777777778,6.11111111111111,9,62.4819974072532
"73",73,"bread",5355326226300928,6334006687694848,6.57142857142857,7,6.85714285714286,7,118.258192105241
"74",74,"bread",5357625262735360,4772489919987712,5.23076923076923,7,6.23076923076923,13,60.4152298679729
"75",75,"bread",5369757920395264,6623091268517888,6,7,6.5,8,105.118980208143
"76",76,"bread",5371470186283008,6355479506714624,5.33333333333333,6.66666666666667,6,6,79.8122797569397
"77",77,"bread",5383724180963328,4838273455226880,4.17954545454546,5.72727272727273,4.90909090909091,11,62.6258732474047
"78",78,"bread",5385189100355584,6112834557575168,4.33333333333333,5.66666666666667,5.11111111111111,9,150.880747612146
"79",79,"bread",5386147704340480,6462238451826688,6,6.8,6.4,10,129.769025580067
"80",80,"bread",5387131901968384,4774223929147392,5.09090909090909,6.63636363636364,5.90909090909091,11,83.6480723029527
"81",81,"bread",5430369438400512,4706202653032448,5.85714285714286,6.92857142857143,6.5,14,101.133575038164
"82",82,"bread",5459817109913600,6696240316153856,4.61538461538461,6.30961538461538,5.53846153846154,13,92.0054346220918
"83",83,"bread",5464578739666944,5407435604885504,2,4.575,3.28571428571429,7,142.635900109334
"84",84,"bread",5464578739666944,6406059121967104,6.57142857142857,7,6.85714285714286,7,99.9849988748312
"85",85,"bread",5481995800936448,5786918983827456,6.4,7,6.8,5,130.142229887151
"86",86,"bread",5481995800936448,6382855632453632,6.57142857142857,7,6.85714285714286,7,49.0407993409569
"87",87,"bread",5507829509128192,5139027634159616,6.42857142857143,7,6.71428571428571,7,178.89941307897
"88",88,"bread",5522072862195712,6151037725442048,3,5,4,8,178.717654416121
"89",89,"bread",5530798088257536,6112946063147008,6,7,6.57142857142857,7,85.842879728024
"90",90,"bread",5530798088257536,6476551229014016,4.77777777777778,6.22222222222222,5.55555555555556,9,96.5401470891774
"91",91,"bread",5544098662449152,5889453543391232,4.45454545454545,6.54772727272727,5.72727272727273,11,53.3385414123783
"92",92,"bread",5547682443558912,6665163765710848,3.3,4.9,4.1,10,77.5241897732572
"93",93,"bread",5556117507670016,4553789262528512,4.76923076923077,6,5.38461538461539,13,187.181729877678
"94",94,"bread",5556117507670016,4903159707205632,1.22222222222222,2.33333333333333,1.77777777777778,9,60.2079728939615
"95",95,"bread",5563572501348352,4862302434099200,5,6.63636363636364,5.90909090909091,11,109.658560997307
"96",96,"bread",5590854536265728,5565220674076672,1.33333333333333,2.83541666666666,2,12,58.2408791142441
"97",97,"bread",5596632420712448,4951663540436992,4.5,6.08333333333333,5.25,12,165.420675854018
"98",98,"bread",5623729692344320,6536574558797824,3.6,5.8,4.6,5,52.6972485050216
"99",99,"bread",5647064799117312,5171820275695616,5.875,6.753125,6.375,8,116.456000274782
"100",100,"bread",5651594232201216,4859015139950592,1.3125,2.1875,1.6875,16,51.8555686498567
"101",101,"bread",5696286164516864,5595598931623936,4.75,6.5,5.66666666666667,12,160.589538887189
"102",102,"bread",5701570400354304,6498196152909824,3.88888888888889,5.55555555555556,4.66666666666667,9,71.7007670809734
"103",103,"bread",5721906135171072,6584423447265280,6.5,7,6.83333333333333,6,102.591422643416
"104",104,"bread",5722698418225152,5917724209315840,4.83333333333333,6.41666666666667,5.66666666666667,12,37.4432904536981
"105",105,"bread",5733702577422336,6224960148209664,4,5.8,4.9,10,124.903963107661
"106",106,"bread",5744874814963712,5535194524155904,5.77777777777778,7,6.44444444444444,9,67.1863081289633
"107",107,"bread",5744874814963712,6707542673588224,5.18181818181818,6.27272727272727,5.72727272727273,11,67.1192967781993
"108",108,"bread",5760162193211392,5636664804245504,6.75,7,6.91666666666667,12,90.8240056372763
"109",109,"bread",5775278867480576,5205907686293504,3.74375000000001,6.5,5.25,8,64.1950153828161
"110",110,"bread",5815057545953280,6064567316643840,6.72727272727273,7,6.90909090909091,11,145.168867185771
"111",111,"bread",5819741342007296,6311565882032128,2.14285714285714,3.57142857142857,2.85714285714286,7,85.842879728024
"112",112,"bread",5827846347948032,5245897371811840,5.38461538461539,6.61538461538461,6.07692307692308,13,142.08800090085
"113",113,"bread",5829237367898112,5978086149455872,3.8,5.6025,4.7,10,56.3205113613149
"114",114,"bread",5837141898690560,4962738298159104,4.41666666666667,6.41666666666667,5.5,12,159.380048939634
"115",115,"bread",5837141898690560,6467393117224960,6.5,7,6.75,8,99.4886928248633
"116",116,"bread",5846211812655104,5165932383043584,2.75,4.83333333333333,3.75,12,202.408003794316
"117",117,"bread",5856222525784064,5480653875314688,4.09090909090909,6.54545454545455,5.45454545454545,11,121.004132160848
"118",118,"bread",5864737952759808,6691086019854336,3.66666666666667,5.58333333333333,4.58333333333333,12,123.146254510643
"119",119,"bread",5890358321872896,4872495620423680,4.75,6.83333333333333,5.91666666666667,12,135.723984615837
"120",120,"bread",5901581356630016,6515227497594880,4.28571428571429,6.57142857142857,5.42857142857143,7,162.265215003093
"121",121,"bread",5908474112245760,5420607380389888,5.42857142857143,6.57142857142857,6,7,182.010988679255
"122",122,"bread",5924994133524480,5259242002972672,4.23076923076923,5.76923076923077,5,13,192.275843516548
"123",123,"bread",5928295688306688,5051215396208640,7,7,7,6,70.4556598152341
"124",124,"bread",5928295688306688,6511590029393920,4.78571428571429,6.14285714285714,5.5,14,59.0084739677277
"125",125,"bread",5933599503155200,5446657397227520,5.75,7,6.5,8,118.342722632192
"126",126,"bread",5944082205507584,5004023893590016,3.7,5.6,4.6,10,101.390334845093
"127",127,"bread",5945648610279424,4655865820872704,5.875,7,6.5625,16,114.546933612384
"128",128,"bread",5992469994930176,5655140797251584,4.71428571428571,6.57142857142857,5.71428571428571,7,183.393020586935
"129",129,"bread",5996853831139328,6358669409124352,3.81590909090909,5.63636363636364,4.72727272727273,11,211.028434103085
"130",130,"bread",6017845701902336,6215611497578496,3.6,5.6,4.6,10,56.5685424949238
"131",131,"bread",6034519905796096,5126386987565056,3.14285714285714,5.14642857142857,4.14285714285714,7,135.712932324079
"132",132,"bread",6038446244102144,5234962267635712,5.83333333333333,7,6.5,6,75.3126815350509
"133",133,"bread",6060647567589376,4905727405588480,5,6.28571428571429,5.64285714285714,14,55.3263047744922
"134",134,"bread",6067738042695680,6244417541242880,6.25,6.91666666666667,6.66666666666667,12,99.6242942258564
"135",135,"bread",6075263563595776,5155641351995392,4.90681818181818,6.63636363636364,5.81818181818182,11,128.73616430514
"136",136,"bread",6087056570712064,5165292915261440,4.46153846153846,6,5.15384615384615,13,78.0576709875461
"137",137,"bread",6116265301114880,6200665334349824,5.875,6.875,6.375,8,170.097031132233
"138",138,"bread",6131525416386560,6232117459550208,4.55555555555556,5.77777777777778,5.11111111111111,9,132.966161108757
"139",139,"bread",6132053298905088,5244845192904704,3,5.4,3.8,5,143.136298680663
"140",140,"bread",6138211606724608,4685170688917504,2.41666666666667,4.16666666666667,3.33333333333333,12,68.1542368455549
"141",141,"bread",6138211606724608,6526906755186688,2.93333333333333,4.66833333333333,3.8,15,42.9418211071678
"142",142,"bread",6139959394172928,5666224128131072,4.66666666666667,6.44444444444444,5.55555555555556,9,106.103722837608
"143",143,"bread",6141023266799616,5487190345777152,3.5,5.625,4.5,8,84
"144",144,"bread",6171467471388672,6212038743293952,2.625,3.625,3.125,8,90.0277734924062
"145",145,"bread",6193506525642752,6246894344863744,5.30769230769231,6.61730769230769,6.07692307692308,13,165.737744644966
"146",146,"bread",6213338503577600,6747917865975808,4.1,6,5,10,88.4816365128946
"147",147,"bread",6254451545341952,5357274245627904,6.18181818181818,7,6.63636363636364,11,65.9469483751902
"148",148,"bread",6278667040718848,5380090357612544,5.3125,6.25,5.8125,16,138.65424623862
"149",149,"bread",6290239205146624,4558417475665920,4.33333333333333,5.83333333333333,5.16666666666667,6,134.974071584138
"150",150,"bread",6295430293880832,5216256258998272,5.9975,7,6.6,10,51.8555686498567
"151",151,"bread",6323845130616832,5095247602253824,4,6.4,5.2,5,113.745329574449
"152",152,"bread",6326609076289536,6557657190105088,2.875,5.75,4.375,8,76.6550715869472
"153",153,"bread",6329964049727488,6739095655022592,4.55277777777778,6.77777777777778,5.77777777777778,9,101.242283656583
"154",154,"bread",6332315288469504,5593199454191616,4.3975,6.3,5.4,10,206.903359083414
"155",155,"bread",6332351040716800,6467672042635264,4.42857142857143,6.71428571428571,5.71428571428571,7,82.0060973342836
"156",156,"bread",6334333772103680,5599318100672512,3.08333333333333,4.83333333333333,3.91666666666667,12,98.4327181378224
"157",157,"bread",6351042251849728,5514579922649088,3.83125,5.41875,4.66666666666667,12,84.3445315358382
"158",158,"bread",6360677662851072,5344090143064064,6.7,7,6.9,10,220.952483579615
"159",159,"bread",6364221648404480,5495939651338240,4.44444444444444,6.225,5.33333333333333,9,180.510387512741
"160",160,"bread",6369939592052736,6737884654600192,4.75,6.75,5.75,8,111.6154111223
"161",161,"bread",6378928467869696,5636664804245504,6.70588235294118,7,6.88235294117647,17,111.803398874989
"162",162,"bread",6384812522733568,4922011958640640,6.72727272727273,7,6.90909090909091,11,166.715326230074
"163",163,"bread",6402266380632064,6114739950190592,4.54545454545455,6.27272727272727,5.45454545454545,11,109.293183684986
"164",164,"bread",6407123434995712,5866014464016384,3,5.2,4,5,56.0802995712398
"165",165,"bread",6429096269578240,5957502250254336,4,6.1,5.1,10,122.80879447336
"166",166,"bread",6433422761263104,5383595248058368,3.92857142857143,5.57142857142857,4.71428571428571,14,202.200395647486
"167",167,"bread",6438206822154240,4803814508986368,6.30769230769231,7,6.69230769230769,13,80.4114419718985
"168",168,"bread",6445791277219840,6321989268537344,2.66666666666667,4.88888888888889,3.66666666666667,9,52.4309069156733
"169",169,"bread",6447242103750656,4576082256723968,5.77777777777778,6.89166666666666,6.44444444444444,9,139.262342361458
"170",170,"bread",6462238451826688,4785026795307008,5.5,7,6.25,4,104.086502487114
"171",171,"bread",6478436367335424,5114910465851392,5.82352941176471,6.58823529411765,6.23529411764706,17,163.248277173145
"172",172,"bread",6481629813932032,5812575105187840,2.375,3.375,2.875,8,93.7709976485267
"173",173,"bread",6481629813932032,6358669409124352,5.2,6.7,6,10,188.679622641132
"174",174,"bread",6489874741854208,6239885008568320,4.33333333333333,6.2,5.26666666666667,15,171.026313764871
"175",175,"bread",6496685050036224,4813826077753344,6.14285714285714,7,6.71428571428571,7,137.058381721075
"176",176,"bread",6496685050036224,5725384249180160,5.86666666666667,6.73333333333333,6.33333333333333,15,161.046577113579
"177",177,"bread",6509840027353088,5248072961490944,5,6.69230769230769,5.84615384615385,13,136.091880727691
"178",178,"bread",6510861294239744,6701024460931072,6,7,6.5,4,184.097800095493
"179",179,"bread",6512979614892032,5211894585491456,5.6,7,6.4,5,77.7946013551069
"180",180,"bread",6542276559896576,5059619024011264,2.88888888888889,5.44444444444444,4.11111111111111,9,67.468511173732
"181",181,"bread",6559041377533952,5572000900710400,6.07692307692308,6.92307692307692,6.53846153846154,13,101.434708063858
"182",182,"bread",6563035751645184,4893404058091520,5,6.78055555555555,6.11111111111111,9,70.0071424927486
"183",183,"bread",6589787022557184,6384812522733568,6.57142857142857,7,6.85714285714286,7,133.090194980697
"184",184,"bread",6618717385392128,6415962309918720,3.77777777777778,5.33333333333333,4.55555555555556,9,151.489273547667
"185",185,"bread",6621407440011264,6288081978130432,2.28571428571429,3.42857142857143,2.85714285714286,7,69.462219947249
"186",186,"bread",6625968498147328,6137759578193920,6.33333333333333,6.88888888888889,6.66666666666667,9,68.6804193347711
"187",187,"bread",6626243346694144,5867716999118848,3.33333333333333,4.66666666666667,4,6,132.638606747809
"188",188,"bread",6665264559030272,6139959394172928,4.66666666666667,6.55833333333333,5.66666666666667,9,104.809350727881
"189",189,"bread",6669494766272512,5948753066328064,3,5,4,8,48.6621002423858
"190",190,"bread",6688507328200704,5998211846111232,5.75,6.83333333333333,6.33333333333333,12,88.2326470191165
"191",191,"bread",6702236426043392,6690949004525568,4.69230769230769,6.23076923076923,5.46153846153846,13,43.4165866921848
"192",192,"bread",6703616133955584,6112946063147008,1.90681818181818,3.09090909090909,2.45454545454545,11,34.7850542618522
"193",193,"bread",6713282566029312,6279235247276032,3.85714285714286,5.57142857142857,4.57142857142857,7,138.014491992689
"194",194,"bread",6718722540568576,4773339434319872,5.83333333333333,7,6.5,6,96.0832971957145
"195",195,"bread",6727718769000448,4868310611001344,5.14285714285714,6.57142857142857,5.85714285714286,7,75.4519714785505
"196",196,"bread",6741019460632576,6720390380388352,3.2,4.8,3.9,10,135.723984615837
"197",197,"bread",6744448807469056,5739182150385664,2.14285714285714,3.57142857142857,2.71428571428571,7,65.0307619515564
"198",198,"bread",6747649485045760,6749654328803328,4.42857142857143,6.14285714285714,5.35714285714286,14,61.6116872029975
"199",199,"bread",6749882679296000,5683149088489472,2.85714285714286,4.42857142857143,3.57142857142857,7,144.201248260894
"200",200,"bread",6750208023068672,4838273455226880,4,6,5,9,153.883072493371
"201",201,"tree",4507637007777792,5506359007117312,3,4.53846153846154,3.76923076923077,13,88.6002257333467
"202",202,"tree",4514498452914176,5045351679524864,3,5.375,4.125,8,57.2800139664787
"203",203,"tree",4558391374512128,6704110596259840,3.3,5.4,4.4,10,125.80143083447
"204",204,"tree",4559700781694976,6691873160691712,3.25,5.375,4.375,8,40.7921561087423
"205",205,"tree",4580306881347584,5174745467191296,2,2.85714285714286,2.42857142857143,7,46.1735855224608
"206",206,"tree",4592989026385920,5001874006605824,2.7,4.2,3.4,10,93.407708461347
"207",207,"tree",4592989026385920,5086907564294144,4.38461538461539,5.84615384615385,5.07692307692308,13,85.7088093488645
"208",208,"tree",4604872747909120,6580511281512448,5.5,6.7,6.1,10,68.6804193347711
"209",209,"tree",4607559971373056,5835679013535744,2.25,3.83333333333333,3,12,107
"210",210,"tree",4646404377018368,6681960573304832,2.07692307692308,3.30769230769231,2.69230769230769,13,72.034713853808
"211",211,"tree",4656344177049600,5687001888063488,2.49791666666667,3.66666666666667,3,12,133.184083133083
"212",212,"tree",4659614236803072,6393343753846784,3.07692307692308,4.84615384615385,3.92307692307692,13,48.5489443757534
"213",213,"tree",4661648457465856,5022978049835008,4.11111111111111,6.11111111111111,5.22222222222222,9,36.4005494464026
"214",214,"tree",4667853879902208,6346891920932864,5.33333333333333,7,6.41666666666667,12,135.944841755765
"215",215,"tree",4707338638327808,6739835475722240,3.77777777777778,5.55555555555556,4.66666666666667,9,93.407708461347
"216",216,"tree",4708881638883328,5367125659090944,3.5,5.57142857142857,4.57142857142857,14,117.515956363381
"217",217,"tree",4721944261820416,5794425110265856,5.125,6.625,5.875,8,70.1141925718324
"218",218,"tree",4730719286853632,5325080026415104,1.69230769230769,2.92307692307692,2.23076923076923,13,47.0106370941726
"219",219,"tree",4733652242006016,6427475242385408,3.28571428571429,4.71428571428571,4,7,113.371072148057
"220",220,"tree",4742438486802432,6227319846862848,4.08333333333333,5.58333333333333,4.83333333333333,12,56.2938717801503
"221",221,"tree",4746912655736832,6346891920932864,7,7,7,15,141.088624630053
"222",222,"tree",4754237751820288,6231969887158272,4,6.25,5.25,12,72.9451848993475
"223",223,"tree",4771622672138240,6399144027488256,2.4,4.8025,3.5,10,68.4689710744948
"224",224,"tree",4777250606022656,6728984358289408,6.42857142857143,7,6.71428571428571,7,110.027269347194
"225",225,"tree",4781795235069952,6629514828316672,6.125,7,6.625,8,102.95630140987
"226",226,"tree",4793407400574976,5021520449503232,1.5,2.3,1.9,10,66.6483308118065
"227",227,"tree",4808756976156672,5394944229376000,5.63636363636364,6.81818181818182,6.27272727272727,11,112.071405808975
"228",228,"tree",4833264831299584,6299933638393856,1.85357142857143,4.28571428571429,3,7,67.4759216313494
"229",229,"tree",4834441937551360,5745391112814592,4,6.5,5.5,8,116.275534829989
"230",230,"tree",4863967757336576,5347951129919488,2.4,6,4.2,5,151.211772028503
"231",231,"tree",4866146731819008,5708735160778752,5.66666666666667,6.88888888888889,6.33333333333333,9,46.0977222864644
"232",232,"tree",4875814367657984,5252928635928576,2.375,4.75,3.5,8,47.2652091923859
"233",233,"tree",4883105863172096,6073022391779328,5.5,7,6.25,4,64.3506021727847
"234",234,"tree",4929169806852096,4841224265531392,3.6,6,4.9,10,76
"235",235,"tree",4942365473112064,4616725163147264,2.425,4,3.14285714285714,7,107.228727494082
"236",236,"tree",4948287830360064,4573178275823616,7,7,7,6,139.903538196859
"237",237,"tree",4962187703484416,5432947106643968,3.83333333333333,5.25,4.5,12,69.8569967862919
"238",238,"tree",4964647931215872,5411631251062784,4.5,6.125,5.25,8,135.723984615837
"239",239,"tree",4969273292226560,5914595644407808,5,7,6,6,99.0858213873206
"240",240,"tree",4972097820426240,6424964968218624,5,6.44444444444444,5.77777777777778,9,96.5660395791398
"241",241,"tree",4975705777504256,4891858939412480,3.25,5.25,4.25,8,82.8733974204026
"242",242,"tree",4975705777504256,6110962455150592,5.36363636363636,7,6.45454545454545,11,103.73041983912
"243",243,"tree",4993606987284480,6215830910009344,5.58333333333333,6.66666666666667,6.16666666666667,12,54.0370243444252
"244",244,"tree",4994591117803520,6102497246576640,2.5,4.378125,3.5,8,83.2165848854662
"245",245,"tree",5009873450303488,6279764618772480,3.77777777777778,5.88888888888889,4.88888888888889,9,64.3272881443016
"246",246,"tree",5037475460284416,6605035263754240,2.9,4.3,3.7,10,61.6198020120156
"247",247,"tree",5039160815517696,5273307853094912,2.5,3.753125,3.125,9,53.0094331227943
"248",248,"tree",5047015186628608,6209153632567296,3.9975,6.3,5.2,10,45.0111097397076
"249",249,"tree",5055632770072576,6179685941641216,2.5,4.25,3.33333333333333,12,68.0661443009665
"250",250,"tree",5055707562901504,6749607969161216,3.45227272727273,5.54545454545455,4.54545454545455,11,95.5876561068426
"251",251,"tree",5104298172088320,6005399176085504,2.5,7,5.25,4,86.9540108333135
"252",252,"tree",5107052588302336,5169473847820288,5.3,6.4,5.9,10,67.6239602507869
"253",253,"tree",5112301692649472,6337442959327232,4.42857142857143,5.78571428571429,5.14285714285714,14,74.9666592559653
"254",254,"tree",5113119821004800,4958919220789248,3.88888888888889,5.33333333333333,4.66666666666667,9,82.2921624457639
"255",255,"tree",5114250873798656,5060717059244032,2.58333333333333,3.33333333333333,3,12,56.2227711874824
"256",256,"tree",5118934401417216,5748403667468288,2.1,4.1,3,10,61.5223536610881
"257",257,"tree",5129032486092800,4885966042955776,3.18181818181818,4.45454545454545,3.81818181818182,11,90.0943949421938
"258",258,"tree",5130195000360960,4640703244140544,2.4,5.1,3.7,10,92.655275079188
"259",259,"tree",5130379159666688,4646269303652352,3.75,5.25,4.5,8,128.035151423349
"260",260,"tree",5134134693330944,5254297275072512,3.57142857142857,5.28571428571429,4.42857142857143,7,124.310096130604
"261",261,"tree",5134134693330944,6475540087177216,3.90909090909091,6.09318181818182,5.18181818181818,11,67.1863081289633
"262",262,"tree",5144799529140224,6285104324280320,4.23076923076923,5.925,5.15384615384615,13,95.1892851112981
"263",263,"tree",5147511503192064,4860964920885248,3.25,5.75,4.5,8,35.3836120259083
"264",264,"tree",5148873020407808,5830302062608384,3.11111111111111,4.88888888888889,4,9,63.1268564083465
"265",265,"tree",5155894339829760,5725838915928064,4.375,6.125,5.25,8,87.2066511224918
"266",266,"tree",5161603961978880,6691046576619520,3.5,5,4.125,8,54.4058820349418
"267",267,"tree",5164092761309184,5899403510415360,2.33333333333333,3.33333333333333,2.83333333333333,6,55.0272659687904
"268",268,"tree",5168918907846656,5845843049447424,4.33333333333333,6.83333333333333,5.66666666666667,6,73.7563556583431
"269",269,"tree",5183192241799168,4753236034584576,2.66666666666667,4.44444444444444,3.55555555555556,9,92.1357693840997
"270",270,"tree",5183192241799168,6576084143308800,2.81818181818182,4.09090909090909,3.45454545454545,11,114.039466852489
"271",271,"tree",5183785098280960,6704008519483392,2.8,4.6,3.8,10,42.4499705535822
"272",272,"tree",5188495888875520,5241475400990720,4.33333333333333,5.78055555555555,5.11111111111111,9,70.7106781186548
"273",273,"tree",5191090451775488,5540948224245760,5.2,6.5,5.9,10,67.1788657242737
"274",274,"tree",5195205030445056,6725736373157888,5.83333333333333,7,6.5,6,119.281180409988
"275",275,"tree",5261627857305600,6658538187259904,4.83333333333333,6.33333333333333,5.66666666666667,6,87.2811548961172
"276",276,"tree",5264652575440896,5097736317698048,1.83333333333333,3.16666666666667,2.5,6,44.7772263544762
