trial_ID,category,key_id_1,key_id_2,hd_sim,hd_bin
43,bread,5.16103E+15,5.7626E+15,70.11419257,3
44,bread,5.70157E+15,6.4982E+15,71.70076708,3
45,bread,5.29929E+15,5.76112E+15,75.16648189,3
46,bread,5.19682E+15,4.55789E+15,75.43208866,3
47,bread,4.60348E+15,5.82644E+15,74.02702209,3
48,bread,5.9283E+15,5.05122E+15,70.45565982,3
49,bread,4.60348E+15,6.45642E+15,72.49827584,3
50,bread,6.72772E+15,4.86831E+15,75.45197148,3
51,bread,5.31025E+15,6.59805E+15,67.41661516,3
52,bread,6.56304E+15,4.8934E+15,70.00714249,3
53,bread,6.13821E+15,4.68517E+15,68.15423685,3
54,bread,5.74487E+15,5.53519E+15,67.18630813,3
55,bread,4.82381E+15,6.7065E+15,75.3923073,3
56,bread,6.03845E+15,5.23496E+15,75.31268154,3
57,bread,5.03044E+15,5.34598E+15,70.40596566,3
58,bread,6.62141E+15,6.28808E+15,69.46221995,3
59,bread,6.62597E+15,6.13776E+15,68.68041933,3
60,bread,6.54228E+15,5.05962E+15,67.46851117,3
61,bread,6.33235E+15,6.46767E+15,82.00609733,4
62,bread,5.3088E+15,5.009E+15,84.7584804,4
63,bread,6.32661E+15,6.55766E+15,76.65507159,4
64,bread,6.08706E+15,5.16529E+15,78.05767099,4
65,bread,5.30008E+15,4.82899E+15,76.84399781,4
66,bread,5.54768E+15,6.66516E+15,77.52418977,4
67,bread,4.93611E+15,4.75534E+15,78.89233169,4
68,bread,5.37147E+15,6.35548E+15,79.81227976,4
69,bread,4.7053E+15,4.80342E+15,78.39005039,4
70,bread,5.81974E+15,6.31157E+15,85.84287973,4
71,bread,4.80165E+15,6.29112E+15,77.41446893,4
72,bread,6.51298E+15,5.21189E+15,77.79460136,4
73,bread,6.43821E+15,4.80381E+15,80.41144197,4
74,bread,5.28815E+15,5.2039E+15,86.33075929,4
75,bread,5.5308E+15,6.11295E+15,85.84287973,4
76,bread,5.38713E+15,4.77422E+15,83.6480723,4
77,bread,6.14102E+15,5.48719E+15,84,4
78,bread,4.69662E+15,5.69023E+15,80,4
79,bread,6.35104E+15,5.51458E+15,84.34453154,4
80,bread,4.77422E+15,6.4382E+15,79.20858539,4
81,bread,5.46458E+15,6.40606E+15,99.98499887,5
82,bread,4.51206E+15,5.30121E+15,100.8017857,5
83,bread,6.68851E+15,5.99821E+15,88.23264702,5
84,bread,4.67421E+15,6.01956E+15,92.02173656,5
85,bread,6.48163E+15,5.81258E+15,93.77099765,5
86,bread,6.71872E+15,4.77334E+15,96.0832972,5
87,bread,5.45982E+15,6.69624E+15,92.00543462,5
88,bread,5.76016E+15,5.63666E+15,90.82400564,5
89,bread,6.33433E+15,5.59932E+15,98.43271814,5
90,bread,5.1384E+15,4.59737E+15,99.64436763,5
91,bread,4.58838E+15,5.27507E+15,90.35485598,5
92,bread,5.13847E+15,6.23725E+15,89.9888882,5
93,bread,5.5308E+15,6.47655E+15,96.54014709,5
94,bread,6.21334E+15,6.74792E+15,88.48163651,5
95,bread,5.83714E+15,6.46739E+15,99.48869282,5
96,bread,6.06774E+15,6.24442E+15,99.62429423,5
97,bread,4.68302E+15,6.47104E+15,98.18350167,5
98,bread,4.62358E+15,4.60123E+15,99.62429423,5
99,bread,4.55398E+15,5.76068E+15,96.13532129,5
100,bread,6.17147E+15,6.21204E+15,90.02777349,5
101,bread,4.71256E+15,5.83038E+15,104.4844486,6
102,bread,5.01865E+15,6.74678E+15,108.0462864,6
103,bread,6.66526E+15,6.13996E+15,104.8093507,6
104,bread,6.40227E+15,6.11474E+15,109.2931837,6
105,bread,5.56357E+15,4.8623E+15,109.658561,6
106,bread,6.32996E+15,6.7391E+15,101.2422837,6
107,bread,5.94408E+15,5.00402E+15,101.3903348,6
108,bread,6.32385E+15,5.09525E+15,113.7453296,6
109,bread,6.55904E+15,5.572E+15,101.4347081,6
110,bread,5.36976E+15,6.62309E+15,105.1189802,6
111,bread,5.72191E+15,6.58442E+15,102.5914226,6
112,bread,6.37893E+15,5.63666E+15,111.8033989,6
113,bread,5.43037E+15,4.7062E+15,101.133575,6
114,bread,5.09402E+15,6.31139E+15,112.6410227,6
115,bread,4.65333E+15,6.69749E+15,110.1135777,6
116,bread,5.20513E+15,5.23606E+15,110.2905254,6
117,bread,6.13996E+15,5.66622E+15,106.1037228,6
118,bread,5.94565E+15,4.65587E+15,114.5469336,6
119,bread,6.46224E+15,4.78503E+15,104.0865025,6
120,bread,6.36994E+15,6.73788E+15,111.6154111,6
121,bread,5.20554E+15,6.43645E+15,124.4588285,7
122,bread,5.08561E+15,4.83026E+15,119.3691753,7
123,bread,5.17107E+15,4.69044E+15,120.0708124,7
124,bread,5.482E+15,5.78692E+15,130.1422299,7
125,bread,5.7337E+15,6.22496E+15,124.9039631,7
126,bread,4.7053E+15,5.08766E+15,133.0037593,7
127,bread,6.13153E+15,6.23212E+15,132.9661611,7
128,bread,5.64706E+15,5.17182E+15,116.4560003,7
129,bread,5.9336E+15,5.44666E+15,118.3427226,7
130,bread,5.35533E+15,6.33401E+15,118.2581921,7
131,bread,5.86474E+15,6.69109E+15,123.1462545,7
132,bread,6.4291E+15,5.9575E+15,122.8087945,7
133,bread,5.16432E+15,4.5539E+15,128.6312559,7
134,bread,5.85622E+15,5.48065E+15,121.0041322,7
135,bread,6.07526E+15,5.15564E+15,128.7361643,7
136,bread,5.05446E+15,4.70183E+15,120.503112,7
137,bread,6.62624E+15,5.86772E+15,132.6386067,7
138,bread,5.03803E+15,5.3319E+15,125.4192968,7
139,bread,4.56196E+15,5.21558E+15,127.7575829,7
140,bread,5.38615E+15,6.46224E+15,129.7690256,7
141,bread,5.11465E+15,4.57976E+15,144.8861622,8
142,bread,6.27867E+15,5.38009E+15,138.6542462,8
143,bread,5.81506E+15,6.06457E+15,145.1688672,8
144,bread,5.46458E+15,5.40744E+15,142.6359001,8
145,bread,6.13205E+15,5.24485E+15,143.1362987,8
146,bread,6.44724E+15,4.57608E+15,139.2623424,8
147,bread,5.19279E+15,5.11246E+15,143.4050208,8
148,bread,6.29024E+15,4.55842E+15,134.9740716,8
149,bread,6.71328E+15,6.27924E+15,138.014492,8
150,bread,6.74988E+15,5.68315E+15,144.2012483,8
151,bread,6.74102E+15,6.72039E+15,135.7239846,8
152,bread,5.89036E+15,4.8725E+15,135.7239846,8
153,bread,6.03452E+15,5.12639E+15,135.7129323,8
154,bread,5.10635E+15,5.6134E+15,137.7860661,8
155,bread,6.50984E+15,5.24807E+15,136.0918807,8
156,bread,6.49669E+15,4.81383E+15,137.0583817,8
157,bread,6.58979E+15,6.38481E+15,133.090195,8
158,bread,5.30357E+15,6.33338E+15,149.4054885,8
159,bread,5.82785E+15,5.2459E+15,142.0880009,8
160,bread,5.09725E+15,4.53485E+15,138.2316896,8
161,bread,4.87116E+15,6.13376E+15,152.4532715,9
162,bread,6.38481E+15,4.92201E+15,166.7153262,9
163,bread,5.90158E+15,6.51523E+15,162.265215,9
164,bread,5.59663E+15,4.95166E+15,165.4206759,9
165,bread,6.19351E+15,6.24689E+15,165.7377446,9
166,bread,6.61872E+15,6.41596E+15,151.4892735,9
167,bread,4.76285E+15,4.81389E+15,165.4690303,9
168,bread,5.05711E+15,6.62265E+15,156.5790535,9
169,bread,5.83714E+15,4.96274E+15,159.3800489,9
170,bread,6.75021E+15,4.83827E+15,153.8830725,9
171,bread,4.80882E+15,5.88344E+15,159.1540135,9
172,bread,6.49669E+15,5.72538E+15,161.0465771,9
173,bread,4.83518E+15,6.36863E+15,166.1926593,9
174,bread,6.48987E+15,6.23989E+15,171.0263138,9
175,bread,5.05559E+15,6.12912E+15,157.876534,9
176,bread,5.38519E+15,6.11283E+15,150.8807476,9
177,bread,5.69629E+15,5.5956E+15,160.5895389,9
178,bread,4.9789E+15,5.97282E+15,154.4668249,9
179,bread,6.47844E+15,5.11491E+15,163.2482772,9
180,bread,6.11627E+15,6.20067E+15,170.0970311,9
181,bread,4.69394E+15,6.61768E+15,197.4284681,10
182,bread,6.51086E+15,6.70102E+15,184.0978001,10
183,bread,5.06964E+15,5.26674E+15,172.5862103,10
184,bread,5.90847E+15,5.42061E+15,182.0109887,10
185,bread,5.13235E+15,6.23409E+15,173.4156856,10
186,bread,6.33232E+15,5.5932E+15,206.9033591,10
187,bread,4.94589E+15,5.84667E+15,179.0111728,10
188,bread,5.55612E+15,4.55379E+15,187.1817299,10
189,bread,5.11302E+15,6.21498E+15,191.637679,10
190,bread,5.50783E+15,5.13903E+15,178.8994131,10
191,bread,6.43342E+15,5.3836E+15,202.2003956,10
192,bread,6.48163E+15,6.35867E+15,188.6796226,10
193,bread,4.88319E+15,4.9065E+15,175.524927,10
194,bread,5.52207E+15,6.15104E+15,178.7176544,10
195,bread,5.84621E+15,5.16593E+15,202.4080038,10
196,bread,5.92499E+15,5.25924E+15,192.2758435,10
197,bread,5.99685E+15,6.35867E+15,211.0284341,10
198,bread,6.36422E+15,5.49594E+15,180.5103875,10
199,bread,5.99247E+15,5.65514E+15,183.3930206,10
200,bread,6.36068E+15,5.34409E+15,220.9524836,10
